Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Palm_tip_x,Thumb_tip_x,Index_tip_x,Middle_tip_x,Ring_tip_x,Pinky_tip_x,Palm_tip_y,Thumb_tip_y,Index_tip_y,Middle_tip_y,Ring_tip_y,Pinky_tip_y,Palm_tip_z,Thumb_tip_z,Index_tip_z,Middle_tip_z,Ring_tip_z,Pinky_tip_z
41,72,39,40,54,44,27,46,34,102,183,148,440,100,119,180,24.055612564086914,79.20602416992188,67.39704895019531,45.521995544433594,25.48311996459961,2.0095720291137695,27.113142013549805,-1.2997239828109741,-57.87001419067383,-72.84793853759766,-68.84950256347656,-50.94670104980469,118.74461364746094,85.90918731689453,115.05750274658203,126.12284088134766,138.2066192626953,144.4423828125
42,70,40,39,53,43,27,45,35,75,129,95,279,73,82,113,23.278043746948242,79.21994018554688,66.5108642578125,44.446998596191406,23.984386444091797,0.236073300242424,26.924482345581055,-1.5829567909240723,-58.060420989990234,-73.03434753417969,-69.10283660888672,-51.37387466430664,119.58181762695312,87.98957061767578,116.64673614501953,127.28377532958984,138.58480834960938,143.88856506347656
41,72,43,38,50,40,27,43,32,59,97,58,148,51,49,63,22.014999389648438,78.83731079101562,65.13719940185547,42.7294807434082,22.04659080505371,-2.0808136463165283,26.664535522460938,-1.8690013885498047,-58.358863830566406,-73.33975982666016,-69.40843963623047,-51.88692092895508,120.46852111816406,90.37677001953125,118.38899230957031,128.15716552734375,139.33062744140625,142.96084594726562
35,66,43,35,40,31,27,35,35,56,93,52,124,50,48,57,20.178728103637695,78.20829772949219,63.1363410949707,40.26403045654297,19.226835250854492,-5.185778617858887,26.26764678955078,-2.0973784923553467,-58.820899963378906,-73.8604507446289,-70.00139617919922,-52.61997985839844,121.46892547607422,93.44978332519531,120.16057586669922,128.62266540527344,139.2653045654297,141.28732299804688
33,61,40,32,37,35,26,34,34,54,80,44,101,47,45,49,17.982986450195312,77.25145721435547,60.36204147338867,36.93737030029297,15.454319953918457,-8.996857643127441,25.923492431640625,-2.4638631343841553,-59.43960189819336,-74.43388366699219,-70.60285186767578,-53.16611099243164,122.3196792602539,96.84458923339844,121.85880279541016,128.68045043945312,138.32313537597656,138.94825744628906
31,55,40,29,38,32,25,29,35,54,87,43,78,47,38,44,15.42535400390625,75.79613494873047,56.884517669677734,32.923606872558594,11.030567169189453,-13.23460865020752,25.538911819458008,-3.0720269680023193,-60.25125503540039,-75.08868408203125,-71.22579956054688,-53.60187911987305,123.2082290649414,100.5449447631836,123.50955963134766,128.42576599121094,137.00653076171875,136.1912078857422
30,52,38,31,42,39,27,37,36,55,83,37,57,45,35,40,10.42106819152832,72.13053894042969,49.27861022949219,24.574237823486328,2.0763442516326904,-21.23859214782715,25.03873062133789,-4.635053634643555,-61.906707763671875,-76.10639190673828,-71.94246673583984,-53.647987365722656,124.376220703125,106.90935516357422,125.57410430908203,126.94985961914062,133.3426971435547,129.9149932861328
34,51,38,31,44,40,28,37,35,51,86,37,52,45,31,37,8.027362823486328,70.21836853027344,45.710113525390625,20.848831176757812,-1.8191783428192139,-24.58437156677246,24.703107833862305,-5.44485330581665,-62.72957992553711,-76.58912658691406,-72.27632904052734,-53.65568161010742,124.64865112304688,109.58575439453125,126.01554870605469,125.66120910644531,130.9081573486328,126.52879333496094
34,44,37,32,45,44,27,37,36,50,81,37,51,39,31,35,5.808966159820557,68.39155578613281,42.47998809814453,17.615745544433594,-5.114714622497559,-27.383800506591797,24.46925926208496,-6.070830345153809,-63.362831115722656,-76.88228607177734,-72.43476867675781,-53.52949905395508,124.78515625,112.00452423095703,126.0737075805664,124.01139068603516,128.0297393798828,122.99417877197266
36,44,48,35,43,41,29,43,33,53,82,45,56,39,28,35,3.5736663341522217,66.47606658935547,39.339717864990234,14.603792190551758,-8.050559043884277,-29.81673240661621,24.40988540649414,-6.506887912750244,-63.75893783569336,-76.92879486083984,-72.34347534179688,-53.179141998291016,124.71102905273438,114.29379272460938,126.00114440917969,122.2491683959961,125.068115234375,119.33006286621094
38,43,49,36,42,41,32,42,33,52,74,45,53,37,26,31,1.4001679420471191,64.47079467773438,36.214107513427734,11.666841506958008,-10.731307983398438,-31.983362197875977,24.466352462768555,-6.918472766876221,-64.04193115234375,-76.84964752197266,-72.04231262207031,-52.623233795166016,124.55844116210938,116.44276428222656,125.84304809570312,120.61155700683594,122.0998306274414,115.78305053710938
38,39,50,38,39,34,32,37,30,48,76,46,55,37,27,36,-0.7410455942153931,62.345619201660156,33.129913330078125,8.82719898223877,-13.444194793701172,-33.82372283935547,24.457576751708984,-7.457763671875,-64.36688995361328,-76.82544708251953,-71.84186553955078,-52.100074768066406,124.38397979736328,118.25482177734375,125.7402114868164,119.30818176269531,119.99674987792969,112.7394027709961
37,37,49,40,32,31,35,36,30,49,67,48,52,36,31,35,-4.418333053588867,58.562774658203125,27.95186424255371,4.185215473175049,-17.67902946472168,-36.56761169433594,24.382307052612305,-8.3883638381958,-64.93934631347656,-76.83516693115234,-71.52847290039062,-51.359615325927734,124.28960418701172,120.94254302978516,125.96640014648438,117.77772521972656,117.1815414428711,108.9066390991211
38,37,50,40,31,25,38,39,27,54,71,47,65,40,32,38,-6.133204936981201,56.829734802246094,25.738889694213867,2.3778698444366455,-19.000110626220703,-37.4730339050293,24.31014633178711,-8.723992347717285,-65.15673828125,-76.85419464111328,-71.3885726928711,-51.17180633544922,124.26383209228516,122.27552032470703,126.38865661621094,117.38262939453125,115.9501953125,107.45232391357422
34,41,52,42,35,27,37,32,32,58,73,41,74,40,32,36,-7.6406683921813965,55.253204345703125,23.696767807006836,0.8822408318519592,-19.964374542236328,-37.85063934326172,24.244108200073242,-9.07423210144043,-65.37198638916016,-76.84867095947266,-71.2139663696289,-50.94114685058594,124.29312896728516,123.84574127197266,126.9635009765625,117.01569366455078,114.66189575195312,105.9101791381836
33,42,52,42,35,27,35,33,32,57,76,42,76,37,35,35,-9.052234649658203,53.68226623535156,21.64763641357422,-0.4744105339050293,-20.90682029724121,-37.95000076293945,24.237934112548828,-9.423221588134766,-65.55754089355469,-76.76298522949219,-71.00192260742188,-50.583011627197266,124.3050765991211,125.6105728149414,127.5687026977539,116.53638458251953,113.40045166015625,104.18965911865234
31,44,55,44,34,39,34,37,33,58,77,40,76,36,33,32,-10.349479675292969,52.15317153930664,19.559675216674805,-1.689847469329834,-21.38422203063965,-37.86064529418945,24.23431968688965,-9.776140213012695,-65.78990173339844,-76.66681671142578,-70.6701431274414,-50.21866989135742,124.21210479736328,127.38648986816406,128.1617889404297,115.99993896484375,111.77550506591797,102.54425811767578
30,45,57,43,35,40,30,39,35,56,77,42,79,36,31,33,-11.074771881103516,50.99664306640625,17.72983169555664,-2.693942070007324,-21.626876831054688,-37.035621643066406,24.427631378173828,-10.152515411376953,-65.91290283203125,-76.44074249267578,-70.16751861572266,-49.545562744140625,124.09492492675781,129.26773071289062,128.8556671142578,115.62165832519531,110.43194580078125,100.99064636230469
29,44,56,43,36,42,27,35,34,53,75,43,69,33,32,35,-12.047758102416992,49.01082992553711,14.697492599487305,-3.9876439571380615,-21.480907440185547,-35.329856872558594,24.68777084350586,-11.009836196899414,-66.20539093017578,-76.1103744506836,-69.37294006347656,-48.533721923828125,123.86587524414062,132.18630981445312,130.1090545654297,115.00141143798828,108.3126220703125,98.72808074951172
28,44,66,43,33,42,29,39,30,45,73,45,65,35,33,38,-12.047758102416992,49.01082992553711,14.697492599487305,-3.9876439571380615,-21.480907440185547,-35.329856872558594,24.68777084350586,-11.009836196899414,-66.20539093017578,-76.1103744506836,-69.37294006347656,-48.533721923828125,123.86587524414062,132.18630981445312,130.1090545654297,115.00141143798828,108.3126220703125,98.72808074951172
30,47,101,43,36,42,30,42,29,42,88,44,69,35,30,37,-12.832806587219238,47.01618957519531,11.591659545898438,-4.918132305145264,-21.211135864257812,-33.649112701416016,24.886978149414062,-11.851787567138672,-66.58736419677734,-75.82878112792969,-68.78285217285156,-47.67307662963867,123.56019592285156,135.4309844970703,131.34364318847656,114.24911499023438,106.5123519897461,96.49044799804688
31,52,109,40,37,36,31,42,31,43,91,46,68,34,30,36,-13.009964942932129,46.29295349121094,10.26392936706543,-5.301430702209473,-21.177825927734375,-32.99053955078125,24.8568115234375,-12.395109176635742,-66.90042114257812,-75.83551025390625,-68.6850357055664,-47.40639114379883,123.60321044921875,136.75851440429688,131.91180419921875,114.04808807373047,106.08839416503906,95.7766342163086
29,54,123,41,41,36,32,42,29,39,101,51,64,31,33,37,-13.218153953552246,45.307735443115234,8.488517761230469,-6.041410446166992,-21.29981803894043,-32.4597053527832,24.69649314880371,-13.31425666809082,-67.44085693359375,-75.99395751953125,-68.64659881591797,-47.138004302978516,123.75164031982422,138.48995971679688,132.48123168945312,113.74870300292969,105.50739288330078,94.78253173828125
28,53,134,42,43,37,32,42,30,37,101,52,67,33,31,33,-13.433456420898438,44.24357223510742,6.657138824462891,-6.80303430557251,-21.391748428344727,-31.967191696166992,24.558412551879883,-14.194068908691406,-67.9493637084961,-76.12248229980469,-68.55790710449219,-46.859981536865234,123.84508514404297,140.24371337890625,132.92898559570312,113.35326385498047,104.6977767944336,93.75350189208984
30,57,147,39,43,36,30,39,27,41,106,52,61,30,30,28,-13.599750518798828,43.2325325012207,4.906407833099365,-7.527352809906006,-21.539287567138672,-31.474681854248047,24.453205108642578,-14.997017860412598,-68.3990478515625,-76.22684478759766,-68.4931869506836,-46.61097717285156,123.92082214355469,141.80970764160156,133.3844757080078,113.04923248291016,104.16577911376953,92.98766326904297
29,69,169,40,44,39,29,43,29,45,146,51,57,36,35,31,-13.900067329406738,41.60231018066406,2.4812653064727783,-8.57267951965332,-21.724740982055664,-30.82767677307129,24.17104721069336,-16.241744995117188,-69.11376953125,-76.55789184570312,-68.47095489501953,-46.36884689331055,124.14643096923828,144.2211151123047,133.88357543945312,112.80598449707031,103.22239685058594,91.88465881347656
34,88,178,44,46,38,31,45,26,46,181,56,59,47,41,37,-15.003195762634277,36.79985427856445,-3.5292673110961914,-11.555066108703613,-22.522571563720703,-29.452468872070312,23.257659912109375,-19.304012298583984,-70.88844299316406,-77.60625457763672,-68.69977569580078,-46.06608581542969,124.7408447265625,150.05091857910156,134.58277893066406,112.33892822265625,101.16658782958984,89.46797943115234
35,109,179,43,44,38,31,44,32,49,202,63,61,52,44,44,-15.63414478302002,34.27244186401367,-6.729561805725098,-13.425649642944336,-23.323925018310547,-29.27932357788086,22.93505859375,-20.602764129638672,-71.53935241699219,-78.03594970703125,-68.81246948242188,-46.004798889160156,124.89820861816406,152.39703369140625,134.9779052734375,112.3709945678711,100.66742706298828,88.88640594482422
35,111,182,43,43,41,30,44,36,57,214,76,58,60,53,46,-16.419742584228516,31.38001251220703,-10.36256217956543,-15.82576847076416,-24.72712516784668,-29.59836196899414,22.61420249938965,-21.986425399780273,-72.1318359375,-78.45952606201172,-68.97193145751953,-46.00371551513672,124.96408081054688,154.47622680664062,135.310791015625,112.41048431396484,100.36071014404297,88.5409164428711
37,118,170,45,46,44,33,46,38,55,251,95,57,64,55,47,-17.334888458251953,28.077472686767578,-14.416245460510254,-18.836164474487305,-26.810832977294922,-30.44097137451172,22.361888885498047,-23.370277404785156,-72.57029724121094,-78.81166076660156,-69.11046600341797,-45.989524841308594,124.97993469238281,156.4721221923828,135.61129760742188,112.5457992553711,100.28131866455078,88.38743591308594
38,128,136,49,45,45,35,38,37,58,231,97,55,69,54,46,-18.562061309814453,24.24765396118164,-19.07429313659668,-22.58575439453125,-29.69774055480957,-31.923307418823242,22.10467529296875,-24.8613224029541,-72.92465209960938,-79.08987426757812,-69.20744323730469,-45.94204330444336,124.99856567382812,158.22926330566406,135.7697296142578,112.51288604736328,100.20116424560547,88.21977233886719
35,121,137,46,42,130,32,35,38,57,215,96,54,65,53,47,-20.433931350708008,17.208690643310547,-27.819034576416016,-30.42353057861328,-35.40862274169922,-35.14787292480469,21.971920013427734,-27.180633544921875,-72.8488998413086,-79.13345336914062,-68.94365692138672,-45.642791748046875,124.68944549560547,160.6621856689453,135.88589477539062,112.6084213256836,99.9649429321289,88.16498565673828
36,103,129,49,42,168,33,33,36,65,202,89,60,62,49,41,-20.732866287231445,14.86430549621582,-30.89698028564453,-33.199886322021484,-37.40099334716797,-36.27434158325195,22.060226440429688,-27.8874568939209,-72.5391845703125,-78.92013549804688,-68.66095733642578,-45.402706146240234,124.47534942626953,161.19906616210938,135.85079956054688,112.6112289428711,99.88593292236328,88.24980926513672
38,104,119,49,43,168,32,45,36,58,193,78,61,62,68,54,-21.331762313842773,12.404204368591309,-34.107872009277344,-36.183929443359375,-39.632659912109375,-37.467498779296875,22.130159378051758,-28.446964263916016,-72.232666015625,-78.67225646972656,-68.37156677246094,-45.14448165893555,124.3248062133789,161.8304901123047,135.7238311767578,112.48833465576172,99.7662124633789,88.2322769165039
39,96,115,48,40,172,29,43,41,66,150,57,66,98,139,58,-21.59234046936035,10.768671035766602,-36.45581817626953,-38.34147644042969,-41.24407196044922,-38.2944221496582,22.106258392333984,-28.847190856933594,-72.0353012084961,-78.55219268798828,-68.22499084472656,-45.04884338378906,124.2181167602539,162.38845825195312,135.70370483398438,112.48603820800781,99.71935272216797,88.34068298339844
38,77,112,45,39,175,29,47,42,63,142,54,70,99,180,58,-21.476280212402344,8.940570831298828,-38.84318923950195,-40.57377624511719,-42.84329605102539,-38.217552185058594,21.95083236694336,-29.346595764160156,-71.98359680175781,-78.60248565673828,-68.16724395751953,-45.02508544921875,123.91921997070312,163.21975708007812,134.975830078125,112.02522277832031,99.24345397949219,87.7829360961914
36,66,88,41,38,135,36,46,53,68,137,62,68,104,189,57,-21.476280212402344,8.940570831298828,-38.84318923950195,-40.57377624511719,-42.84329605102539,-38.217552185058594,21.95083236694336,-29.346595764160156,-71.98359680175781,-78.60248565673828,-68.16724395751953,-45.02508544921875,123.91921997070312,163.21975708007812,134.975830078125,112.02522277832031,99.24345397949219,87.7829360961914
37,89,86,37,41,163,37,54,51,58,122,63,67,106,196,56,-19.632822036743164,7.2910566329956055,-35.34836959838867,-36.41796875,-36.07244873046875,-29.806495666503906,19.37217140197754,-30.884063720703125,-75.2310791015625,-81.86885070800781,-71.34578704833984,-47.930755615234375,122.7195053100586,166.16578674316406,131.078369140625,108.78915405273438,95.54908752441406,84.57708740234375
35,91,80,36,62,193,39,44,52,64,118,63,64,104,193,71,-18.720277786254883,8.038172721862793,-31.400575637817383,-32.14809799194336,-30.653736114501953,-25.098777770996094,18.315567016601562,-30.74604606628418,-76.83136749267578,-83.54877471923828,-73.0147476196289,-49.340641021728516,122.22276306152344,167.53306579589844,129.94039916992188,107.7557373046875,94.59796142578125,83.66423797607422
36,101,87,38,99,192,40,48,49,75,108,57,61,70,162,68,-17.90340232849121,7.543926239013672,-27.20768928527832,-26.469810485839844,-24.47450065612793,-19.31777572631836,17.875873565673828,-28.96448516845703,-77.58927917480469,-84.8077163696289,-74.45822143554688,-50.755332946777344,121.12079620361328,169.7372589111328,129.98622131347656,107.9674301147461,94.7574691772461,83.53108215332031
38,128,91,43,117,189,43,49,51,79,115,59,59,63,133,73,-16.586627960205078,7.165324687957764,-22.09627342224121,-19.22760772705078,-17.68355369567871,-12.72710132598877,17.93507194519043,-26.084732055664062,-77.61146545410156,-85.40469360351562,-75.4176254272461,-51.77787780761719,120.19548034667969,172.39056396484375,131.3258056640625,109.65126037597656,96.20209503173828,84.37617492675781
41,175,89,48,121,186,39,63,40,86,107,49,61,54,121,72,-14.819544792175293,7.2167067527771,-15.744754791259766,-10.597042083740234,-9.586203575134277,-5.3179731369018555,18.204448699951172,-22.745285034179688,-77.1771469116211,-85.37290954589844,-75.82374572753906,-52.25893020629883,119.41878509521484,174.91380310058594,133.1608123779297,112.04954528808594,98.0689926147461,85.6486587524414
41,184,93,49,120,125,38,74,41,89,112,55,59,53,113,77,-12.549980163574219,7.909769535064697,-8.382495880126953,-1.033037781715393,-0.18763652443885803,2.826390504837036,18.548603057861328,-19.377851486206055,-76.33935546875,-84.67308807373047,-75.55078125,-52.14290237426758,118.78887939453125,177.08059692382812,135.2125244140625,114.79314422607422,100.32708740234375,87.18412780761719
39,193,109,52,112,67,39,78,38,85,109,54,61,51,107,55,-7.3585309982299805,10.370969772338867,5.318718433380127,16.19194793701172,16.886619567871094,18.193666458129883,18.007884979248047,-15.419934272766113,-75.29182434082031,-83.22174072265625,-74.79096984863281,-51.73832321166992,118.40643310546875,180.39569091796875,139.16964721679688,120.12583923339844,104.8984603881836,90.84828186035156
36,205,103,52,82,61,41,78,42,68,105,53,59,51,102,61,-4.853743553161621,12.149153709411621,11.075440406799316,22.688045501708984,23.144914627075195,24.28803062438965,17.525760650634766,-13.31656265258789,-74.47311401367188,-82.56248474121094,-74.75193786621094,-51.916725158691406,118.31010437011719,181.88514709472656,142.26434326171875,123.94600677490234,107.74374389648438,93.56561279296875
32,188,90,45,52,59,39,80,48,65,94,49,55,60,113,56,-2.872065782546997,13.547077178955078,16.475229263305664,28.714624404907227,29.17612648010254,29.753890991210938,16.96851921081543,-12.504292488098145,-73.93785858154297,-81.79764556884766,-74.21855926513672,-51.473880767822266,118.44721984863281,182.872802734375,143.84861755371094,126.03457641601562,109.39945220947266,95.09352111816406
32,150,89,42,44,48,40,77,50,52,94,53,52,60,114,55,-0.7486839294433594,14.774063110351562,21.085796356201172,33.78630447387695,34.460880279541016,34.7031135559082,16.742233276367188,-10.91186237335205,-72.82500457763672,-80.61140441894531,-73.57733917236328,-51.09764099121094,118.67599487304688,184.16778564453125,146.5194549560547,130.09893798828125,111.9183120727539,97.3431625366211
33,130,83,41,41,46,40,74,57,62,89,48,50,60,119,52,1.5534714460372925,17.401634216308594,27.46990394592285,40.389976501464844,41.116451263427734,40.477108001708984,16.8453311920166,-9.08435344696045,-71.01217651367188,-78.52476501464844,-71.84796905517578,-49.60261535644531,118.82667541503906,184.98345947265625,148.42236328125,132.85513305664062,113.53150177001953,98.7107925415039
33,114,63,36,35,48,39,88,68,84,83,49,53,59,124,64,3.952306032180786,20.81180191040039,34.847496032714844,47.92375946044922,48.399959564208984,46.591732025146484,17.387109756469727,-7.804762840270996,-68.7475814819336,-75.66871643066406,-68.9775619506836,-46.793785095214844,118.95287322998047,185.18118286132812,148.66470336914062,133.32357788085938,113.60845947265625,98.74544525146484
34,85,61,36,34,51,46,104,69,88,101,52,54,60,123,61,7.986083507537842,26.825576782226562,47.49852752685547,61.3193359375,60.667381286621094,56.8044548034668,18.457120895385742,-6.084773540496826,-64.29581451416016,-69.76531982421875,-63.076507568359375,-40.9183464050293,119.83418273925781,185.83578491210938,148.66207885742188,132.47265625,113.42121124267578,98.77642059326172
39,90,65,36,35,59,50,111,66,87,108,53,56,46,100,64,9.863987922668457,29.092090606689453,53.342803955078125,67.79179382324219,66.60980224609375,61.75255584716797,19.161104202270508,-4.363504886627197,-61.20831298828125,-65.96529388427734,-59.659122467041016,-37.79082107543945,120.18162536621094,186.46884155273438,149.8234405517578,133.25015258789062,114.52389526367188,99.78977966308594
40,91,66,37,38,56,49,110,64,85,105,49,57,45,102,71,11.752646446228027,31.136112213134766,59.106056213378906,74.14290618896484,72.70835876464844,66.76929473876953,20.091053009033203,-1.9814434051513672,-57.3696174621582,-61.5070915222168,-55.5802001953125,-34.28823471069336,120.42725372314453,187.1925048828125,151.60707092285156,134.78207397460938,116.34489440917969,101.2495346069336
44,96,61,38,40,54,55,111,64,77,103,44,52,44,95,88,13.754045486450195,32.8914794921875,64.74623107910156,80.4852066040039,79.27982330322266,71.87383270263672,20.826133728027344,-0.567636251449585,-53.6981201171875,-56.93215560913086,-50.684078216552734,-30.5369815826416,120.63104248046875,187.71096801757812,152.8800811767578,135.79476928710938,118.33892059326172,102.4961166381836
45,97,80,45,40,62,57,109,54,56,103,45,53,50,113,81,15.452085494995117,34.06748962402344,69.33407592773438,86.1192398071289,84.61383056640625,76.38270568847656,21.88237953186035,1.243499755859375,-49.74336242675781,-51.43814468383789,-46.03302001953125,-26.49214744567871,120.91789245605469,188.4018096923828,154.68321228027344,138.01515197753906,120.30874633789062,104.51256561279297
47,92,80,45,50,66,51,97,56,65,85,47,57,49,111,102,17.497915267944336,34.475563049316406,75.01915740966797,93.27952575683594,92.40736389160156,82.62152099609375,23.694744110107422,4.002048015594482,-42.79778289794922,-41.59450149536133,-37.48499298095703,-19.81792449951172,121.26512145996094,189.4986114501953,158.49281311035156,143.5038299560547,123.8039779663086,108.07178497314453
48,94,82,47,84,66,53,100,55,64,85,49,57,50,118,106,17.497915267944336,34.475563049316406,75.01915740966797,93.27952575683594,92.40736389160156,82.62152099609375,23.694744110107422,4.002048015594482,-42.79778289794922,-41.59450149536133,-37.48499298095703,-19.81792449951172,121.26512145996094,189.4986114501953,158.49281311035156,143.5038299560547,123.8039779663086,108.07178497314453
45,86,85,58,86,68,56,107,67,84,77,48,61,59,123,114,18.736608505249023,34.2275390625,78.91401672363281,97.49747467041016,100.07234954833984,88.018310546875,25.2613582611084,6.156964302062988,-35.10099792480469,-32.33119201660156,-25.914592742919922,-12.541451454162598,121.19610595703125,189.9823760986328,162.77964782714844,149.2012939453125,126.30391693115234,110.9652328491211
41,73,91,60,86,70,56,116,62,89,81,50,69,60,134,107,19.405471801757812,34.70956039428711,80.9540786743164,99.5270767211914,103.63345336914062,90.72101593017578,25.807641983032227,7.03536319732666,-31.503591537475586,-28.433631896972656,-19.33295249938965,-8.295448303222656,121.06798553466797,190.0028076171875,164.3194122314453,150.79136657714844,127.80489349365234,112.31098937988281
40,69,80,57,88,69,60,117,67,91,84,50,68,58,128,116,20.518016815185547,35.87128448486328,83.86869812011719,102.4554672241211,106.93687438964844,94.1469497680664,26.68522071838379,9.039816856384277,-27.249223709106445,-23.50897216796875,-13.0797758102417,-2.730562210083008,120.99989318847656,190.23533630371094,165.802734375,152.37889099121094,129.7869415283203,113.75736236572266
38,81,78,58,85,84,63,131,68,100,94,45,69,65,133,107,21.663442611694336,37.11560821533203,87.2938232421875,105.80343627929688,110.19978332519531,97.4787368774414,27.687833786010742,11.933311462402344,-21.097759246826172,-17.16588020324707,-6.0926194190979,3.8242597579956055,120.79065704345703,190.4724884033203,167.8076629638672,154.12347412109375,131.6486358642578,115.32659912109375
37,80,79,63,62,90,64,124,80,136,99,40,73,74,132,111,24.25247573852539,36.855735778808594,91.66415405273438,109.5276870727539,115.26197814941406,103.8799819946289,29.285860061645508,17.54102897644043,-7.53908109664917,1.0745302438735962,8.587303161621094,18.248260498046875,120.54974365234375,191.60797119140625,174.67601013183594,163.97384643554688,138.88485717773438,120.28028106689453
41,96,104,54,60,97,67,135,74,129,100,39,68,71,131,104,24.25247573852539,36.855735778808594,91.66415405273438,109.5276870727539,115.26197814941406,103.8799819946289,29.285860061645508,17.54102897644043,-7.53908109664917,1.0745302438735962,8.587303161621094,18.248260498046875,120.54974365234375,191.60797119140625,174.67601013183594,163.97384643554688,138.88485717773438,120.28028106689453
