Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Palm_tip_x,Thumb_tip_x,Index_tip_x,Middle_tip_x,Ring_tip_x,Pinky_tip_x,Palm_tip_y,Thumb_tip_y,Index_tip_y,Middle_tip_y,Ring_tip_y,Pinky_tip_y,Palm_tip_z,Thumb_tip_z,Index_tip_z,Middle_tip_z,Ring_tip_z,Pinky_tip_z
36,162,159,96,53,29,22,25,-18.274133682250977,29.5494441986084,15.186243057250977,-11.569873809814453,-32.757659912109375,-55.312652587890625,21.019702911376953,-29.08413314819336,-73.18267059326172,-88.6106948852539,-78.74055480957031,-70.8530044555664,144.60755920410156,121.48426818847656,133.77792358398438,124.42945098876953,120.10743713378906,109.67205810546875
36,170,150,98,51,25,21,24,-18.302995681762695,29.819927215576172,15.24177074432373,-11.497419357299805,-32.711021423339844,-55.260154724121094,21.112449645996094,-28.57946014404297,-73.06947326660156,-88.45486450195312,-78.64405059814453,-70.75495147705078,144.5751495361328,121.68415832519531,133.82009887695312,124.48706817626953,120.14083099365234,109.7142333984375
35,170,149,99,53,25,22,24,-18.302995681762695,29.819927215576172,15.24177074432373,-11.497419357299805,-32.711021423339844,-55.260154724121094,21.112449645996094,-28.57946014404297,-73.06947326660156,-88.45486450195312,-78.64405059814453,-70.75495147705078,144.5751495361328,121.68415832519531,133.82009887695312,124.48706817626953,120.14083099365234,109.7142333984375
38,176,116,99,54,24,21,22,-18.30696678161621,29.938879013061523,15.2649564743042,-11.468363761901855,-32.692989349365234,-55.24100112915039,21.16109275817871,-28.357025146484375,-73.02175903320312,-88.391845703125,-78.60630798339844,-70.71900177001953,144.56593322753906,121.77151489257812,133.83775329589844,124.50990295410156,120.15348815917969,109.72948455810547
35,169,117,89,53,24,23,22,-18.29435920715332,30.136920928955078,15.294888496398926,-11.429237365722656,-32.666778564453125,-55.20956039428711,21.27082633972168,-27.986309051513672,-72.95968627929688,-88.30650329589844,-78.5509262084961,-70.65987396240234,144.5517120361328,121.9156723022461,133.86053466796875,124.5404052734375,120.17154693603516,109.75411987304688
40,183,129,77,49,28,26,21,-18.27541732788086,30.216520309448242,15.302733421325684,-11.417860984802246,-32.656986236572266,-55.195560455322266,21.333515167236328,-27.837282180786133,-72.94329071044922,-88.28150177001953,-78.5300521850586,-70.63349914550781,144.5455322265625,121.97294616699219,133.86648559570312,124.54920959472656,120.1781234741211,109.764892578125
42,181,132,98,44,26,27,22,-18.253826141357422,30.28803253173828,15.307451248168945,-11.409358978271484,-32.64970397949219,-55.182918548583984,21.397584915161133,-27.703514099121094,-72.93340301513672,-88.26273345947266,-78.51441955566406,-70.60963439941406,144.53932189941406,122.02388000488281,133.87005615234375,124.55573272705078,120.18297576904297,109.77452087402344
43,170,137,99,44,26,26,20,-18.2365665435791,30.352882385253906,15.310446739196777,-11.402381896972656,-32.64445495605469,-55.171607971191406,21.457597732543945,-27.5822696685791,-72.92710876464844,-88.24727630615234,-78.50306701660156,-70.58822631835938,144.53733825683594,122.06957244873047,133.872314453125,124.56103515625,120.18643951416016,109.7830581665039
39,156,148,111,46,27,26,21,-18.2191219329834,30.414426803588867,15.312463760375977,-11.396773338317871,-32.64066696166992,-55.16143035888672,21.512968063354492,-27.46723747253418,-72.92285919189453,-88.23480224609375,-78.49481201171875,-70.56893157958984,144.5377197265625,122.11241912841797,133.87380981445312,124.56526947021484,120.18892669677734,109.7906723022461
45,159,156,126,47,30,26,21,-18.200586318969727,30.4716739654541,15.313833236694336,-11.392247200012207,-32.63798141479492,-55.152732849121094,21.56764793395996,-27.36029815673828,-72.91996765136719,-88.22469329833984,-78.48892211914062,-70.55239868164062,144.54043579101562,122.15194702148438,133.8748321533203,124.56867218017578,120.19068145751953,109.7971420288086
40,134,150,130,42,26,22,20,-18.16533088684082,30.565603256225586,15.315665245056152,-11.387228012084961,-32.63323211669922,-55.13957214355469,21.664892196655273,-27.18501853942871,-72.91609191894531,-88.21344757080078,-78.47846221923828,-70.5273208618164,144.5609130859375,122.21631622314453,133.87619018554688,124.57243347167969,120.19371032714844,109.80684661865234
40,124,144,120,42,28,20,21,-18.141956329345703,30.601694107055664,15.316021919250488,-11.386244773864746,-32.63129425048828,-55.13352584838867,21.715469360351562,-27.117752075195312,-72.91532897949219,-88.21122741699219,-78.47418212890625,-70.51580047607422,144.57763671875,122.24089050292969,133.87646484375,124.57317352294922,120.1949234008789,109.81124114990234
38,116,140,128,42,28,20,22,-18.109020233154297,30.633394241333008,15.316224098205566,-11.385746002197266,-32.629661560058594,-55.12761688232422,21.767518997192383,-27.058748245239258,-72.91490173339844,-88.21009826660156,-78.4705810546875,-70.50455474853516,144.59579467773438,122.26236724853516,133.87661743164062,124.57355499267578,120.19593048095703,109.81549835205078
40,118,128,118,39,26,23,21,-18.068950653076172,30.663715362548828,15.316420555114746,-11.385448455810547,-32.62813949584961,-55.12150955200195,21.82179832458496,-27.00238800048828,-72.91448211669922,-88.20942687988281,-78.46722412109375,-70.49292755126953,144.6149139404297,122.28279113769531,133.8767547607422,124.57377624511719,120.19685363769531,109.81986236572266
32,98,107,98,35,23,20,20,-18.02518653869629,30.697345733642578,15.316727638244629,-11.384977340698242,-32.62633514404297,-55.11499786376953,21.869176864624023,-26.93999671936035,-72.91383361816406,-88.20836639404297,-78.4632568359375,-70.48056030273438,144.6313018798828,122.30523681640625,133.87698364257812,124.5741195678711,120.19792938232422,109.82445526123047
31,93,97,81,34,23,21,21,-17.841007232666016,30.785175323486328,15.31906795501709,-11.380387306213379,-32.62138748168945,-55.099979400634766,21.987394332885742,-26.77828025817871,-72.90890502929688,-88.19816589355469,-78.45248413085938,-70.45213317871094,144.6480712890625,122.362548828125,133.87867736816406,124.57733154296875,120.2007827758789,109.83487701416016
33,117,93,72,32,22,20,19,-17.66621208190918,30.83916664123535,15.323221206665039,-11.374710083007812,-32.61701583862305,-55.0902214050293,22.066082000732422,-26.6801815032959,-72.90031433105469,-88.18577575683594,-78.44316101074219,-70.43378448486328,144.63150024414062,122.39651489257812,133.88157653808594,124.58111572265625,120.20317840576172,109.84149932861328
41,144,96,68,38,24,22,20,-17.66621208190918,30.83916664123535,15.323221206665039,-11.374710083007812,-32.61701583862305,-55.0902214050293,22.066082000732422,-26.6801815032959,-72.90031433105469,-88.18577575683594,-78.44316101074219,-70.43378448486328,144.63150024414062,122.39651489257812,133.88157653808594,124.58111572265625,120.20317840576172,109.84149932861328
41,178,119,79,40,26,19,22,-17.1267032623291,30.971446990966797,15.34499454498291,-11.34976577758789,-32.598236083984375,-55.05819320678711,22.273706436157227,-26.446086883544922,-72.85702514648438,-88.13311767578125,-78.4051284790039,-70.37460327148438,144.46261596679688,122.47331237792969,133.89544677734375,124.59628295898438,120.21212005615234,109.86236572265625
45,199,142,85,41,26,23,24,-16.824979782104492,31.053585052490234,15.36662769317627,-11.326216697692871,-32.579933166503906,-55.03080368041992,22.34825325012207,-26.304964065551758,-72.81580352783203,-88.08511352539062,-78.36981964111328,-70.32500457763672,144.3231964111328,122.51615142822266,133.90771484375,124.60905456542969,120.21953582763672,109.87928009033203
46,202,145,83,44,26,22,24,-16.52994155883789,31.15003204345703,15.399617195129395,-11.289321899414062,-32.551761627197266,-54.98957061767578,22.38486671447754,-26.143184661865234,-72.75516510009766,-88.01244354248047,-78.31764221191406,-70.25175476074219,144.16773986816406,122.56228637695312,133.92459106445312,124.62664031982422,120.22948455810547,109.903564453125
47,199,150,85,45,29,24,26,-16.24078941345215,31.260465621948242,15.446671485900879,-11.235650062561035,-32.510887145996094,-54.930137634277344,22.379783630371094,-25.962919235229492,-72.6716079711914,-87.91004180908203,-78.24491119384766,-70.148193359375,144.00405883789062,122.61077117919922,133.94625854492188,124.64968872070312,120.24183654785156,109.93692016601562
45,221,183,76,40,26,22,25,-15.624706268310547,31.525291442871094,15.591256141662598,-11.072948455810547,-32.38705062866211,-54.750118255615234,22.30601692199707,-25.551252365112305,-72.42913055419922,-87.61465454101562,-78.03724670410156,-69.84363555908203,143.6207275390625,122.71092987060547,134.0016632080078,124.7097396850586,120.27204895019531,110.03141021728516
44,207,180,63,40,26,23,24,-15.624706268310547,31.525291442871094,15.591256141662598,-11.072948455810547,-32.38705062866211,-54.750118255615234,22.30601692199707,-25.551252365112305,-72.42913055419922,-87.61465454101562,-78.03724670410156,-69.84363555908203,143.6207275390625,122.71092987060547,134.0016632080078,124.7097396850586,120.27204895019531,110.03141021728516
42,212,173,65,38,26,19,23,-15.052149772644043,31.887237548828125,15.808609962463379,-10.839363098144531,-32.20780944824219,-54.491424560546875,22.16572380065918,-25.035676956176758,-72.0912094116211,-87.21797943115234,-77.7601318359375,-69.42411804199219,143.19918823242188,122.81842041015625,134.0654296875,124.77915954589844,120.30279541015625,110.15505981445312
44,220,194,67,38,28,19,24,-14.731383323669434,32.16557312011719,15.945120811462402,-10.697230339050293,-32.100242614746094,-54.33708953857422,22.113155364990234,-24.67490577697754,-71.89102935791016,-86.98912048339844,-77.6038589477539,-69.18219757080078,142.92813110351562,122.88314819335938,134.0970001220703,124.81407165527344,120.3163833618164,110.22349548339844
47,237,220,80,39,25,19,22,-14.451135635375977,32.59065246582031,16.098628997802734,-10.541572570800781,-31.982297897338867,-54.16825485229492,22.082347869873047,-24.166372299194336,-71.67362213134766,-86.74649047851562,-77.43901824951172,-68.92323303222656,142.68215942382812,122.96822357177734,134.1269073486328,124.84806823730469,120.32807922363281,110.29457092285156
46,253,196,89,38,26,21,22,-14.187413215637207,33.24991989135742,16.269840240478516,-10.370939254760742,-31.85215187072754,-53.98244857788086,22.09796905517578,-23.435951232910156,-71.43844604492188,-86.48810577392578,-77.26337432861328,-68.643798828125,142.44883728027344,123.08659362792969,134.15420532226562,124.88056182861328,120.3374252319336,110.36869812011719
44,244,199,99,35,26,22,23,-13.991952896118164,34.14060974121094,16.4533634185791,-10.189335823059082,-31.7120304107666,-53.78432846069336,22.102705001831055,-22.50558853149414,-71.19283294677734,-86.22016906738281,-77.08014678955078,-68.35104370117188,142.2751007080078,123.23702239990234,134.1781005859375,124.9107666015625,120.34398651123047,110.44387817382812
46,233,248,102,35,26,23,25,-13.559966087341309,36.59006118774414,16.852949142456055,-9.79713249206543,-31.402515411376953,-53.35508728027344,22.11478614807129,-20.139507293701172,-70.6795654296875,-85.66434478759766,-76.6943359375,-67.7333984375,141.90721130371094,123.63990020751953,134.21202087402344,124.96102905273438,120.34638214111328,110.59365844726562
45,235,239,117,34,25,23,24,-13.351510047912598,38.06658172607422,17.065265655517578,-9.590829849243164,-31.236238479614258,-53.128623962402344,22.12649917602539,-18.79467010498047,-70.41703796386719,-85.3826675415039,-76.49574279785156,-67.41526794433594,141.7120361328125,123.88239288330078,134.2211151123047,124.9800796508789,120.34175109863281,110.66632843017578
42,239,215,109,33,24,22,26,-13.193248748779297,39.51593017578125,17.2796630859375,-9.383063316345215,-31.067529678344727,-52.9012336730957,22.137327194213867,-17.504636764526367,-70.15709686279297,-85.10448455810547,-76.29869842529297,-67.099609375,141.55528259277344,124.11599731445312,134.22564697265625,124.99524688720703,120.33385467529297,110.73592376708984
39,202,219,111,42,28,20,25,-13.073956489562988,40.86787796020508,17.490829467773438,-9.179433822631836,-30.901172637939453,-52.67812728881836,22.14335823059082,-16.3222713470459,-69.90504455566406,-84.83624267578125,-76.10800170898438,-66.79296112060547,141.4329376220703,124.33523559570312,134.22645568847656,125.00714111328125,120.32353973388672,110.8014907836914
41,240,219,119,48,29,22,27,-12.948283195495605,42.102813720703125,17.69666290283203,-8.983168601989746,-30.7372989654541,-52.4619140625,22.160709381103516,-15.258070945739746,-69.66307067871094,-84.5814208984375,-75.92333221435547,-66.49829864501953,141.30661010742188,124.53263092041016,134.2239227294922,125.0162124633789,120.31067657470703,110.86248779296875
39,237,174,113,49,30,21,25,-12.825582504272461,43.22529983520508,17.89729118347168,-8.794079780578613,-30.576492309570312,-52.25224304199219,22.17592430114746,-14.302748680114746,-69.43092346191406,-84.3392562866211,-75.74496459960938,-66.2148666381836,141.1887664794922,124.7077865600586,134.21865844726562,125.02259826660156,120.29594421386719,110.91928100585938
43,244,183,115,54,31,20,25,-12.657005310058594,45.12041473388672,18.274145126342773,-8.445083618164062,-30.273178100585938,-51.8642578125,22.192678451538086,-12.708685874938965,-69.00273895263672,-83.89924621582031,-75.41446685791016,-65.69446563720703,141.02633666992188,124.99687194824219,134.20294189453125,125.02922058105469,120.26316833496094,111.01937103271484
40,228,175,116,53,31,21,24,-12.59797191619873,45.91981506347656,18.449003219604492,-8.28551959991455,-30.131507873535156,-51.687992095947266,22.19612693786621,-12.041047096252441,-68.80712890625,-83.7006607055664,-75.26226043701172,-65.45938873291016,140.96728515625,125.12081909179688,134.1935577392578,125.03040313720703,120.24571228027344,111.06290435791016
41,218,165,106,47,28,19,24,-12.542027473449707,46.63347244262695,18.61466407775879,-8.134204864501953,-29.999500274658203,-51.5208740234375,22.197595596313477,-11.446253776550293,-68.62342834472656,-83.51365661621094,-75.12146759033203,-65.23729705810547,140.9131622314453,125.23257446289062,134.18345642089844,125.03040313720703,120.22843933105469,111.10298919677734
44,200,179,94,45,25,19,21,-12.50256633758545,47.266075134277344,18.771108627319336,-7.990854263305664,-29.876087188720703,-51.36384963989258,22.19759750366211,-10.918878555297852,-68.45124816894531,-83.33755493164062,-74.99065399169922,-65.02919006347656,140.8751983642578,125.33411407470703,134.17311096191406,125.02959442138672,120.21138000488281,111.13983917236328
54,211,171,98,46,26,19,24,-12.461183547973633,47.82526779174805,18.918949127197266,-7.8538055419921875,-29.759767532348633,-51.2158203125,22.19806480407715,-10.452675819396973,-68.28966522216797,-83.17009735107422,-74.86808013916016,-64.8335952758789,140.83837890625,125.42403411865234,134.1625518798828,125.02798461914062,120.19451141357422,111.17383575439453
58,208,149,110,42,27,21,24,-12.41890811920166,48.32488250732422,19.058753967285156,-7.722536563873291,-29.649028778076172,-51.07481002807617,22.198118209838867,-10.035924911499023,-68.13800811767578,-83.01058959960938,-74.75208282470703,-64.64781188964844,140.80108642578125,125.50611877441406,134.15191650390625,125.02562713623047,120.17765808105469,111.20549011230469
58,194,174,108,42,28,21,23,-12.34015941619873,49.17634963989258,19.316396713256836,-7.476570129394531,-29.44230842590332,-50.8072509765625,22.193679809570312,-9.324565887451172,-67.8611831665039,-82.7139892578125,-74.53739929199219,-64.2965316772461,140.73812866210938,125.65109252929688,134.1304931640625,125.0191421508789,120.14419555664062,111.26339721679688
59,194,176,117,41,27,23,23,-12.3016996383667,49.55558395385742,19.43549919128418,-7.360855579376221,-29.345111846923828,-50.67991638183594,22.189260482788086,-9.006765365600586,-67.73454284667969,-82.57553100585938,-74.43733215332031,-64.12983703613281,140.71328735351562,125.720458984375,134.11978149414062,125.0151138305664,120.12754821777344,111.28994750976562
59,184,150,110,35,26,23,24,-12.25190544128418,49.91874313354492,19.548206329345703,-7.249782562255859,-29.25094223022461,-50.555362701416016,22.18723487854004,-8.70152473449707,-67.61567687988281,-82.44335174560547,-74.3409194946289,-63.96715545654297,140.68536376953125,125.78990936279297,134.1091766357422,125.01065826416016,120.1108169555664,111.31526184082031
51,173,162,155,42,29,25,22,-12.212800979614258,50.26443862915039,19.652673721313477,-7.144259929656982,-29.160131454467773,-50.43289566040039,22.182857513427734,-8.409679412841797,-67.50638580322266,-82.31841278076172,-74.24838256835938,-63.80751037597656,140.66236877441406,125.85801696777344,134.09910583496094,125.00597381591797,120.09420776367188,111.33950805664062
43,168,168,143,47,29,23,22,-12.145123481750488,50.87666702270508,19.832366943359375,-6.948477745056152,-28.991472244262695,-50.19669723510742,22.164968490600586,-7.8901143074035645,-67.32059478759766,-82.08828735351562,-74.0779037475586,-63.500572204589844,140.6287078857422,125.97921752929688,134.08126831054688,124.99605560302734,120.06216430664062,111.38475036621094
46,192,151,146,45,27,24,24,-12.145123481750488,50.87666702270508,19.832366943359375,-6.948477745056152,-28.991472244262695,-50.19669723510742,22.164968490600586,-7.8901143074035645,-67.32059478759766,-82.08828735351562,-74.0779037475586,-63.500572204589844,140.6287078857422,125.97921752929688,134.08126831054688,124.99605560302734,120.06216430664062,111.38475036621094
48,218,182,140,49,27,24,25,-12.10849666595459,51.14799118041992,19.91306495666504,-6.8578996658325195,-28.915678024291992,-50.0865478515625,22.155941009521484,-7.657695293426514,-67.23819732666016,-81.98270416259766,-74.00200653076172,-63.35800552368164,140.6144256591797,126.0348892211914,134.072998046875,124.99097442626953,120.04731750488281,111.40525817871094
44,212,229,147,51,31,24,25,-12.028546333312988,51.626956939697266,20.06046485900879,-6.698235988616943,-28.773666381835938,-49.883358001708984,22.12392234802246,-7.245241641998291,-67.0896224975586,-81.79824829101562,-73.8611831665039,-63.09624099731445,140.58729553222656,126.1346435546875,134.05751037597656,124.9813461303711,120.01869201660156,111.44194793701172
49,215,231,144,45,28,21,24,-11.987324714660645,51.84421920776367,20.12424087524414,-6.630216598510742,-28.707347869873047,-49.79214096069336,22.10100746154785,-7.057445526123047,-67.02627563476562,-81.7204360961914,-73.79610443115234,-62.97932815551758,140.57568359375,126.18062591552734,134.05064392089844,124.97689819335938,120.00495147705078,111.45792388916016
49,212,237,141,45,30,22,23,-11.948902130126953,52.04668045043945,20.18254852294922,-6.566850662231445,-28.64504623413086,-49.7056999206543,22.079477310180664,-6.8820109367370605,-66.96886444091797,-81.64839172363281,-73.73536682128906,-62.86891174316406,140.56619262695312,126.22402954101562,134.04425048828125,124.97251892089844,119.9918441772461,111.47277069091797
53,201,239,154,52,30,22,22,-11.911809921264648,52.233055114746094,20.23760414123535,-6.506255149841309,-28.586017608642578,-49.62192916870117,22.058902740478516,-6.720188140869141,-66.91510772705078,-81.57990264892578,-73.67819213867188,-62.762245178222656,140.55807495117188,126.26383209228516,134.03807067871094,124.96813201904297,119.979248046875,111.48686218261719
53,192,226,171,53,33,22,21,-11.871255874633789,52.4052619934082,20.29200553894043,-6.447176933288574,-28.5289249420166,-49.53951644897461,22.03868293762207,-6.570524215698242,-66.86248016357422,-81.51358032226562,-73.62330627441406,-62.657691955566406,140.55072021484375,126.30050659179688,134.0318145751953,124.96365356445312,119.96690368652344,111.50039672851562
59,190,234,174,52,32,22,24,-11.826827049255371,52.56670379638672,20.34699249267578,-6.388254165649414,-28.47237777709961,-49.457862854003906,22.018741607666016,-6.4300923347473145,-66.80982971191406,-81.44790649414062,-73.56941986083984,-62.55451583862305,140.54244995117188,126.33493041992188,134.025390625,124.95899963378906,119.9544677734375,111.51348876953125
56,197,225,147,55,31,23,23,-11.73778247833252,52.868228912353516,20.460691452026367,-6.271242618560791,-28.357711791992188,-49.29364013671875,21.97833824157715,-6.1681623458862305,-66.70265197753906,-81.31897735595703,-73.46163940429688,-62.34854507446289,140.52825927734375,126.39844512939453,134.0117645263672,124.94928741455078,119.92845916748047,111.53880310058594
57,198,217,154,56,29,21,24,-11.697877883911133,53.021183013916016,20.518535614013672,-6.214527606964111,-28.29826545715332,-49.206966400146484,21.96013832092285,-6.035840034484863,-66.64889526367188,-81.25717163085938,-73.406494140625,-62.2407341003418,140.52127075195312,126.43012237548828,134.00473022460938,124.94440460205078,119.91458892822266,111.55116271972656
53,205,246,155,54,29,19,24,-11.647144317626953,53.1922607421875,20.57691192626953,-6.159125804901123,-28.236345291137695,-49.116783142089844,21.94160270690918,-5.88845157623291,-66.59521484375,-81.19728088378906,-73.34965515136719,-62.1292724609375,140.5142059326172,126.465087890625,133.99758911132812,124.9395751953125,119.89974212646484,111.56343078613281
51,194,246,135,50,25,19,26,-11.603294372558594,53.39928436279297,20.631746292114258,-6.108254432678223,-28.17343521118164,-49.02421188354492,21.911312103271484,-5.711032390594482,-66.54535675048828,-81.14276123046875,-73.29251861572266,-62.01571273803711,140.51751708984375,126.50726318359375,133.990966796875,124.93509674072266,119.88440704345703,111.57533264160156
52,236,206,137,51,25,19,24,-11.550293922424316,53.644893646240234,20.683923721313477,-6.060439109802246,-28.11016273498535,-48.92829513549805,21.881122589111328,-5.501667499542236,-66.49846649169922,-81.09200286865234,-73.23574829101562,-61.89909744262695,140.52029418945312,126.556884765625,133.9846954345703,124.93083953857422,119.86881256103516,111.58683013916016
50,227,210,130,49,26,18,24,-11.38440227508545,54.19695281982422,20.780942916870117,-5.965738773345947,-27.985902786254883,-48.729854583740234,21.82772445678711,-5.036709785461426,-66.41304779052734,-80.9932632446289,-73.12638092041016,-61.660797119140625,140.51478576660156,126.66617584228516,133.97320556640625,124.9223403930664,119.8381118774414,111.60897827148438
51,246,211,123,48,29,18,23,-11.303274154663086,54.46540832519531,20.827516555786133,-5.9165425300598145,-27.922683715820312,-48.62858581542969,21.801036834716797,-4.813473701477051,-66.37287902832031,-80.94287872314453,-73.07190704345703,-61.540645599365234,140.51329040527344,126.71856689453125,133.96775817871094,124.91786193847656,119.82225036621094,111.61945343017578
48,249,172,100,44,29,18,21,-11.222291946411133,54.7215576171875,20.87335777282715,-5.866575241088867,-27.858400344848633,-48.525794982910156,21.773731231689453,-4.602272033691406,-66.33386993408203,-80.8923110961914,-73.01724243164062,-61.4196891784668,140.5136260986328,126.76795196533203,133.9624786376953,124.9133071899414,119.80603790283203,111.62942504882812
48,244,169,98,48,32,19,23,-11.14560317993164,54.95539474487305,20.91937828063965,-5.8154616355896,-27.793806076049805,-48.422332763671875,21.74690818786621,-4.411093235015869,-66.29522705078125,-80.84121704101562,-72.96302032470703,-61.29886245727539,140.5159454345703,126.81257629394531,133.9572296142578,124.90866088867188,119.78974151611328,111.63896942138672
41,215,170,92,49,31,21,24,-11.059436798095703,55.304534912109375,21.008678436279297,-5.714682579040527,-27.66483497619629,-48.215755462646484,21.700679779052734,-4.128192901611328,-66.22132110595703,-80.74180603027344,-72.85643005371094,-61.05975341796875,140.5459747314453,126.87998962402344,133.94760131835938,124.89984893798828,119.75743865966797,111.6570053100586
44,228,190,89,46,32,20,25,-11.059436798095703,55.304534912109375,21.008678436279297,-5.714682579040527,-27.66483497619629,-48.215755462646484,21.700679779052734,-4.128192901611328,-66.22132110595703,-80.74180603027344,-72.85643005371094,-61.05975341796875,140.5459747314453,126.87998962402344,133.94760131835938,124.89984893798828,119.75743865966797,111.6570053100586
46,200,201,84,45,28,21,26,-11.03130054473877,55.40070343017578,21.051633834838867,-5.6676716804504395,-27.602373123168945,-48.11405563354492,21.67235565185547,-4.050937652587891,-66.18624877929688,-80.69603729248047,-72.80557250976562,-60.943016052246094,140.57359313964844,126.8986587524414,133.94325256347656,124.89603424072266,119.74207305908203,111.66558074951172
49,188,223,106,43,27,22,26,-10.996979713439941,55.51970291137695,21.13129234313965,-5.584634780883789,-27.48643684387207,-47.920475006103516,21.595298767089844,-3.9561877250671387,-66.12208557128906,-80.61620330810547,-72.71253967285156,-60.72237777709961,140.68258666992188,126.92256164550781,133.9360809326172,124.89009094238281,119.71418762207031,111.68180084228516
47,176,212,107,39,26,23,23,-10.994806289672852,55.5677490234375,21.16896629333496,-5.548755168914795,-27.440624237060547,-47.8356819152832,21.541851043701172,-3.9183173179626465,-66.09220123291016,-80.58211517333984,-72.67625427246094,-60.626399993896484,140.7656707763672,126.93272399902344,133.9332733154297,124.88796997070312,119.70360565185547,111.68902587890625
46,157,197,106,34,26,21,21,-11.01257610321045,55.61503982543945,21.205120086669922,-5.5161356925964355,-27.402956008911133,-47.76780319213867,21.47231674194336,-3.881343364715576,-66.06379699707031,-80.55133819580078,-72.64665985107422,-60.54985427856445,140.88394165039062,126.94331359863281,133.93115234375,124.88641357421875,119.69519805908203,111.6950454711914
44,161,170,105,34,24,22,20,-11.082418441772461,55.71476364135742,21.277441024780273,-5.452864170074463,-27.33827781677246,-47.657344818115234,21.322525024414062,-3.8043673038482666,-66.00770568847656,-80.49220275878906,-72.59642028808594,-60.42593002319336,141.1902618408203,126.96792602539062,133.9289093017578,124.88494873046875,119.68196868896484,111.70563507080078
